title,mood,language,genre,rating,year,movie_platform,image_url,director,cast,description,
Ulidavaru Kandanthe,motivated,Kannada,Crime,8.3,2014,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTGj7X84OcjTSUKRw1ZXc_4KwL8RZTUI242UREL_Ki--fYOgx0K&psig=AOvVaw0n8VGrdI_NtMS4JnYXGudj&ust=1762699729258000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPiygqvm4pADFQAAAAAdAAAAABAE,Rakshit Shetty, Rakshit Shetty-Rashmika Mandanna-,In a coastal village of Karnataka an aspiring filmmaker sets out to document the life of a local gangster only to uncover a web of interconnected stories revealing the complexities of human nature. 
Ratnan Prapancha,happy,Kannada,Drama,8.4,2019,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQN8TaNhyBifviKkfM8CMOt5vTSgSFO4CVKeQetTRFEdVJcPleK&psig=AOvVaw248lMZ9X2JoO7TWKCCzZCA&ust=1762699763960000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKDw0rvm4pADFQAAAAAdAAAAABAE,Rohith Padaki, Dhananjaya-Shruthi Hariharan-,A disillusioned young man returns to his ancestral village after his father's death and rediscovers his roots and purpose in life through the stories of the villagers.        
Kendasampige,sad,Kannada,Romance,8.1,2015,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRQfqRvDQuZxnw_gF_yPdH56R1E9CAzkmqNCA1G8h6Bi2OisAJW&psig=AOvVaw3iPEamD0-GRe7ghjR6NBat&ust=1762699789872000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKjX7cfm4pADFQAAAAAdAAAAABAE,Suri, Rajavardan-Shruthi Hariharan-,A young couple from different social backgrounds fall in love and face numerous challenges as they try to be together against societal norms and family opposition. 
K.G.F: Chapter 1,motivated,Kannada,Action,8.2,2018,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSwnvIM5-xGRB34_8cEbXfzD_Ih9s0SY7yHxXBhExwGh1pETEVq&psig=AOvVaw2CJHanYb4oWelaKR0jOuyZ&ust=1762699860400000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCJClxOnm4pADFQAAAAAdAAAAABAE,Prashanth Neel, Yash-Srinidhi Shetty-,In 1970s India a  young man rises from poverty to become a notorious gangster in the Kolar Gold Fields while seeking revenge for his mother's suffering.  
K.G.F: Chapter 2,motivated,Kannada,Action,8.5,2022,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcT382SdqjMvWMYkojMNJ1ckGG9BUxT4IoQLgptxSuGT-Ug3JiBd&psig=AOvVaw22WjqqcGGreQTARLh1nqab&ust=1762699882110000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCMjJ9fPm4pADFQAAAAAdAAAAABAE,Prashanth Neel, Yash-Sanjay Dutt-Raveena Tandon-,After conquering the Kolar Gold Fields a notorious gangster faces new challenges from rival factions and law enforcement as he seeks to expand his empire and protect his loved ones.  
RangiTaranga,happy,Kannada,Mystery,8.1,2015,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcT3-jSCRSzXg_M_9m1PK9ifimPP4KWCRJcIFD4Law-8pIalbE2J&psig=AOvVaw3ZYkGoQBQuhoapqNqXVyJY&ust=1762699947774000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLDKwZPn4pADFQAAAAAdAAAAABAE,Anup Bhandari, Nirup Bhandari-Rashmika Mandanna-,A novelist returns to his ancestral village to find inspiration for his next book but gets entangled in a web of mystery and supernatural occurrences linked to the village's dark past.   
Kirik Party,happy,Kannada,Comedy-Drama,8.0,2016,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRJDqQNfY1zr9sImm2nk0oJ7Q91kdi3twJOJeSqaB00ucFDjc06&psig=AOvVaw3NMGbQXZkQ-Ew7sFJu0X__&ust=1762699988572000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKCV06bn4pADFQAAAAAdAAAAABAE,Rishab Shetty, Rakshit Shetty-Rashmika Mandanna-,A group of engineering students navigate the ups and downs of college life friendship love and self-discovery while dealing with personal challenges and societal expectations.    
Love Mocktail ,romantic,Kannada,Romance,8.2,2020,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRVyeGxL_VSs4fLFpD6BzAq70rwiO2fG0DbEcjV760kfGY5ANFH&psig=AOvVaw2aOphprmIkmWK1WrUW8nC2&ust=1762700008491000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLDVkLDn4pADFQAAAAAdAAAAABAE,Darling Krishna, Milana Nagaraj-Asmita Shetty-,A young couple navigates the challenges of love marriage and societal expectations while trying to keep their relationship strong amidst various obstacles.  
Bell Bottom ,motivated,Kannada,Thriller,7.8,2019,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQCBxAxPHyBnIUozXpZtXIa1u5cJMLfZkKOalCN1p2C7Fkw7lg0&psig=AOvVaw2IvMN9rZTwh5s1rAAdQKh0&ust=1762700030100000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCNCfuLrn4pADFQAAAAAdAAAAABAE,Jayathirtha, Rishab Shetty-Nidhi Subbaiah-,In the 1980s a rookie detective is assigned to investigate a series of hijackings that lead him to uncover a larger conspiracy involving international criminals and political intrigue. 
Ugramm,motivated,Kannada,Action,8.1,2014,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcThxTipaxxgNEXVo_O-N4_vcN8ZVt3t5M60PNFAqA7O0gAX3ZYZ&psig=AOvVaw0S_lk4uC6MzaxCfwPSKukA&ust=1762700058473000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLjv9sfn4pADFQAAAAAdAAAAABAE,Prashanth Neel, Sriimurali-Shruthi Hariharan-,A reformed gangster is forced to return to his violent past to protect his family and confront old enemies when they threaten his peaceful life.      
Super (II),motivated,Kannada,Science Fiction,8.0,2010,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRP4_4orIrrBfFj2hqOfNRctVnGssDivQnV5uzD0qP1wvZktT47&psig=AOvVaw3oBmJqrBcHjgvNjYk-n2A-&ust=1762700108383000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPD829_n4pADFQAAAAAdAAAAABAE,Sadhu Kokila, Upendra-Nagabhushan-,In a dystopian future where corruption and crime run rampant a vigilante with superhuman abilities takes on the system to bring justice and hope to the oppressed citizens.  
Simple Agi Ondh Love Story,romantic,Kannada,Romance,7.9,2013,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTQ-1P4Vk6lUiwmuO0SMXyBqGshtWpVLYr3oaj5XAh-d9-RNyq9&psig=AOvVaw2Wsq3QKFxf8MOEqSDDSBws&ust=1762700131567000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCIj94ern4pADFQAAAAAdAAAAABAE,Suni, Rakshit Shetty-Shraddha Srinath-,A quirky love story unfolds between a carefree young man and a strong-willed woman as they navigate the ups and downs of relationships and self-discovery.
Thithi ,happy,Kannada,Drama,8.3,2015,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcT90PfnIvwpoiR8_efzFLwfTUCi0y1AxOKPLROpfkpDSVavSz2U&psig=AOvVaw0HosiUFxfYtDW6UrTFPrXk&ust=1762700153340000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOjPm_Xn4pADFQAAAAAdAAAAABAE,Raam Reddy, Channegowda-Thammegowda-,In a remote village in Karnataka three generations of men grapple with the realities of life death and tradition following the passing of their patriarch. 
Dia,romantic,Kannada,Romance,7.5,2020,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQMl1tX9r6a8nxuJUx4u60uvTqzzjNgGyWZ1x68NvlvIDn52u1G&psig=AOvVaw3S-CoU13HziXg22hW5luNu&ust=1762700179209000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCMDg14Ho4pADFQAAAAAdAAAAABAE,K.S. Ashoka, Pruthvi Ambaar-Shraddha Srinath-,A shy college girl develops feelings for a fellow student but struggles to express her emotions leading to a heartfelt journey of love and self-discovery.  
Kavaludaari ,motivated,Kannada,Thriller,8.0,2017,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSbM-2P8s7bgv8edCJ1UES1q8LzofzepwxHsFaQnLUzzhXg4o4O&psig=AOvVaw0UB8dG_yKI_9jtRq2INLPb&ust=1762700209024000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCJiK3I_o4pADFQAAAAAdAAAAABAE,Hemanth M. Rao, Rishi-Srinivas Prabhu-,A traffic police officer with a passion for solving mysteries stumbles upon a cold case that leads him down a dark path of secrets lies and unexpected revelations.
Raajakumara,motivated,Kannada,Drama,7.6,2017,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcThUS1sPSxl0V0iIqhd2NcyQ9SJhw3wzaA_UFEu_pNPlFdt_p9w&psig=AOvVaw3NEJu2sT3QCoklk6RRX49b&ust=1762700228477000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCMjG-5jo4pADFQAAAAAdAAAAABAE,Santhosh Ananddram, Puneeth Rajkumar-Rashmika Mandanna-,A successful businessman returns to his ancestral village and rediscovers his roots family values and the true meaning of happiness while confronting challenges from his past.
Avane Srimannarayana,motivated,Kannada,Action,8.1,2019,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQBBPYoWg8ZqqmPhriGVaj4Y0q9c4DhU4PRiM3Ysb_FYolWv-mv&psig=AOvVaw2F92e3LUdOmWbYuXXMadit&ust=1762700259993000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCJjov6ro4pADFQAAAAAdAAAAABAE,Sachin RaviSachin Ravi, Rakshit Shetty-Shraddha Srinath-,A corrupt police officer in a small town embarks on a mission to bring justice to the oppressed citizens while battling his own demons and moral dilemmas.
Velaikkaran,happy,Tamil,Action,7.1,2017,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQVvVBxaIFrK4jSkzpSs59sPTdljfJi9q-1PX5AeQChc0QlKkn4&psig=AOvVaw3QSrAxWYHpIghFAYDyh0Bg&ust=1762700308861000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPir3b_o4pADFQAAAAAdAAAAABAE,Mohan Raja, Sivakarthikeyan-Nayanthara-,An ambitious young man from a humble background rises through the corporate world while confronting ethical dilemmas and personal challenges to achieve his dreams. 
Thani Oruvan,motivated,Tamil,Thriller,8.3,2015,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSrcdVBcvm6WzE74lgeH6iXvGkVYHFccDO--6CtSLc3RjCjegin&psig=AOvVaw2Sy2cFPpxEVHwPEbY2BSPH&ust=1762700344498000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPioq9Do4pADFQAAAAAdAAAAABAE,Mohan Raja, Jayam Ravi-Arvind Swamy-Nayanthara-,An upright police officer takes on a powerful and corrupt scientist involved in illegal medical experiments while facing personal and professional challenges.  
Mugavaree ,happy,Tamil,Romance,7.5,2000,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRomxukUbzP-l1owtm61L-1JmRzvrbW-rgDb5TtvA4xSqq30J7N&psig=AOvVaw27o0oCBtUqy9GSAHBddCmD&ust=1762700364905000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCNiqgtro4pADFQAAAAAdAAAAABAE,V.Z. Dhorairaj, Ajith Kumar-Reemma Sen-,A struggling musician faces numerous obstacles in his pursuit of success while navigating love friendship and family expectations.  
Shivaji The Boss,motivated,Tamil,Action,7.8,2007,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcReOYC7scRHMTGxI5vHlMiNP-JY_hFe0YdUYQiTSbQKEHJcDuAq&psig=AOvVaw05hSUaX8nqnbzMAhRCjHGE&ust=1762700387045000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCMj91eTo4pADFQAAAAAdAAAAABAE,S. Shankar, Rajinikanth-Asin-,A charismatic leader fights against corruption and injustice in society while inspiring people to stand up for their rights and make a difference.  
Boys ,happy,Tamil,Romance,7.2,2003,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQgiccYqFWaXUbayaQ8jTjh028d__an92kQwqISjvbLIsTpExi1&psig=AOvVaw32zlGp6z0OwXO3nwHQZ0P9&ust=1762700406823000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKj0hu7o4pADFQAAAAAdAAAAABAE,Shankar, Siddharth-Shruti Haasan-,A group of college friends navigate the challenges of youth love dreams and aspirations while facing societal pressures and personal growth.    
Vaaranam Aayiram,motivated,Tamil,Drama,8.1,2008,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTG_kNMPuwKwNXNaLP2S2sWFxg-8irMW2SxHOoG1qOjyEYBXfFe&psig=AOvVaw0N2X3XSNCiU-P0gf8f0uf2&ust=1762700424886000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCIia1fbo4pADFQAAAAAdAAAAABAE,Gautham Vasudev Menon,Suriya-Simran-Ramya ,A father and son help each other through growing up romance tragedy and adventure.
Annamalai,motivated,Tamil,Action,7.5,1992,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQeZ6p8HCRw2jljAVkCQ8icV4FDLXO3M-MSsJ_9NG_vTiqTMThO&psig=AOvVaw2GfLauYbIs3xHNvBLkBnZS&ust=1762701632268000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKDVq7bt4pADFQAAAAAdAAAAABAE,Suresh Krishna,Rajinikanth-Nagma-,A humble village man rises to become a powerful figure in the city while battling corruption and injustice to protect his loved ones. 
Mayakkam Enna,happy,Tamil,Romance,8.1,2011,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQC5U4XWttj_6Y-hCceqfIR3A5-bj5RjEQQ8ODow9Ti_cRrYRYx&psig=AOvVaw18SBJ4P8eckCi107d5AqbP&ust=1762701657542000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLCWtsLt4pADFQAAAAAdAAAAABAE,K. Selvaraghavan, R. Madhavan-Sanam Shetty-,An aspiring wildlife photographer's life takes a dramatic turn when he meets a free-spirited woman leading to a passionate yet tumultuous romance filled with self-discovery and emotional highs and lows.  
Pudhupettai,motivated,Tamil,Crime,8.1,2006,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRjQDkmilnmuoGjuQnac6lovMkrwWLeujKM9mwh98I53K4xv4nb&psig=AOvVaw22n5uGiMcGnKmyV0gvnlWr&ust=1762701701560000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOj2stft4pADFQAAAAAdAAAAABAE,K. Selvaraghavan, Dhanush-Sanam Shetty,After running away from his home Kumar falls in with a gang and slowly rises through the ranks of the criminal underworld.
Kaakha Kaakha,happy,Tamil,Action,7.9,2003,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRjQDkmilnmuoGjuQnac6lovMkrwWLeujKM9mwh98I53K4xv4nb&psig=AOvVaw22n5uGiMcGnKmyV0gvnlWr&ust=1762701701560000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOj2stft4pADFQAAAAAdAAAAABAE,Gautham Vasudev Menon, Suriya-Asin-,An honest police officer takes on a dangerous criminal organization while balancing his personal life and relationships.    
Iru Mugan,motivated,Tamil,Action,7.2,2016,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSQnKkqVJQQU3kZlckLhLcjMqd1ZReSH3dV0XPbmu3DIEj37_dV&psig=AOvVaw0AC4iFAyowjsFpGWRmJu1F&ust=1762701731562000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOjl4eXt4pADFQAAAAAdAAAAABAE,Anand Shankar, Vikram-Nayanthara-,Following the attack on the Indian Embassy in Malaysia a former RAW agent is assigned to track down the culprit. His investigations lead him to his old enemy who has now developed a hazardous drug.
24,motivated,Tamil,Thriller,8.0,2016,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRmc9JEHvpXmkFJsFqgftmkF7blyZNOPCJFqmOvMOcXFwbhdpIM&psig=AOvVaw0qj0p9TxDzhpu2tluCYBoD&ust=1762701755166000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOjA9vDt4pADFQAAAAAdAAAAABAE,Vikram K. Kumar, Suriya-Samantha Akkineni-,A scientist invents a time-travel device that falls into the wrong hands leading to a thrilling chase across time to prevent a catastrophic event.    
Vinnaithaandi Varuvaayaa,romantic,Tamil,Romance,7.7,2010,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQf3ifdzRuxzcRCfoxeYqqPyitzffER19s0qUd0Rc7H1BYPun82&psig=AOvVaw0W8SXf4zTpTg8GcoyqcTQQ&ust=1762701779308000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKCavfzt4pADFQAAAAAdAAAAABAE,Gautham Vasudev Menon, Silambarasan-Trisha Krishnan-,An aspiring filmmaker goes through the ups and downs of romance when he falls for a Christian woman who says she only wants to be friends.
Dasara,happy,Kannada,Drama,8.4,2023,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcREcAY5AuMFftkNx3uasFi5BmsCRrL9UTu6gsj-1gz_0zMSLFYs&psig=AOvVaw2-pVC-DUaWPQ_inFgJQ0lk&ust=1762701802814000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCIjE5Ifu4pADFQAAAAAdAAAAABAE,Srikanth Odela, Dhananjaya-Shruthi Hariharan-,In a rural setting a young man struggles to support his family while dealing with societal pressures and personal aspirations. 
Ponniyin Selvan: I,motivated,Tamil,Historical,8.4,2022,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTq-Yh2-vPwKMxy7ZJ7vhbqtin4NxQc_ZXjYdJbWRTmlIz4EuV9&psig=AOvVaw3bAo3pXdez6NV79-vmUYQs&ust=1762701824398000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKCIgZLu4pADFQAAAAAdAAAAABAE,Sruti Harihara SubramanianMani Ratnam, Vikram-Simran-Rahman-,The epic tale of Arulmozhivarman's rise to power as he navigates political intrigue family dynamics and battles to unite the Chola Empire. 
Ponniyin Selvan: II,motivated,Tamil,Historical,8.5,2023,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQOBrGunSPLlnt56AOwwklNjWBB8qS8Z1Vv_ReoWDJYhO8-wU0f&psig=AOvVaw1ZDbIX2mOIJDRN9c4TzZ-m&ust=1762701843448000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPiQn5vu4pADFQAAAAAdAAAAABAE,Sruti Harihara SubramanianMani Ratnam, Vikram-Aishwarya Rai Bachchan-,The continuation of Arulmozhivarman's journey as he faces new challenges threats and alliances in his quest to consolidate power and protect his empire.  
Master,motivated,Tamil,Action,7.6,2021,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSYQfIvAL9hPymsSd5nyOo7raJ-Gp0IGwikhGrecXP5Hc6B2EL-&psig=AOvVaw1zf6FWbUYDHGjPoK58Pt1M&ust=1762701865044000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCNjAuqXu4pADFQAAAAAdAAAAABAE,Lokesh Kanagaraj, Vijay-Thalapathy-,An alcoholic professor is sent to a juvenile detention center where he clashes with a ruthless gangster who uses the facility to recruit young criminals.   
Kaithi,motivated,Tamil,Action,8.2,2019,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRaauWiZuruTucstvUcmukhacDvpkNJPeZ2PmGonViczV83byDs&psig=AOvVaw1XeELj4JZ-q3h2Zt87iH6T&ust=1762701886225000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjzv6_u4pADFQAAAAAdAAAAABAE,Lokesh Kanagaraj, Karthi-Lakshmi Menon-,A recently released prisoner must help a police officer transport a truckload of seized drugs while evading a vengeful drug lord and his henchmen.  
Asuran,motivated,Tamil,Drama,8.5,2019,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRuinJhyHTNVOoHaC_ebL8xxXvdox3nrStspu5Jm3gJSlDHQZc6&psig=AOvVaw0EaH7lwjZabTd8wXMWLWbW&ust=1762701905621000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCMje2rju4pADFQAAAAAdAAAAABAE,Vetrimaaran, Dhanush-Manju Warrier-,A farmer and his family face brutal oppression from a wealthy landlord leading to a violent struggle for justice and survival in rural Tamil Nadu.  Kaala,motivated,Tamil,Action,7.1,2018,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTOILvLWnaD2alK1PTsic3LK5Rr3zry46wYtI-lDnqJhkX2oxie&psig=AOvVaw1GUeOwMkI0ZV2D7J87mPWF&ust=1762702675179000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCIju2Kfx4pADFQAAAAAdAAAAABAE,
Enthiran,motivated,Tamil,Science Fiction,7.1,2010,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTU8IOwXKKxPMAeJAJUpntlOK6ocydC_gPfjUK9WxitbZZwjdpZ&psig=AOvVaw0yaBMKzKrnmUiJYcXm7-tW&ust=1762702693962000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLCBz7Dx4pADFQAAAAAdAAAAABAE,S. Shankar, Rajinikanth-Aishwarya Rai Bachchan-,A scientist creates an advanced humanoid robot that falls in love with his girlfriend leading to a series of dramatic and action-packed events. 
Imaikkaa Nodigal,motivated,Tamil,Thriller,7.8,2018,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQ9QcMtui-dmwc8DjD_JsMnyFkmuJUTAV9EZ0_AU9E9KATOxvN6&psig=AOvVaw2lq7eNScGBTu23pxV6Y4J5&ust=1762702716286000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLClorvx4pADFQAAAAAdAAAAABAE,R. Ajay Gnanamuthu, Nayanthara-Anurag Kashyap-,A determined police officer hunts down a serial killer who targets women while confronting her own traumatic past.   
Vikram,motivated,Tamil,Action,8.0,2022,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQePndb2bpcl_w5Gmz1o2HYpcpuAALl_jJ-XvYz-IvbdDUr5K1i&psig=AOvVaw0QG4vgOVJp7zxgkWGOxhql&ust=1762702749005000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOCb8Mrx4pADFQAAAAAdAAAAABAEhttps://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQeX5pHwxI99MArL9SUmGsWN-RL_7AHEIi-kv1pG6j2_JMhpjWc&psig=AOvVaw3CHTKuy4O6JMgvoB4wrV4M&ust=1762702770289000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCNi3j9Xx4pADFQAAAAAdAAAAABAE,Lokesh Kanagaraj, Kamal Haasan-Fahadh Faasil-,A retired agent is pulled back into action to take down a powerful criminal organization threatening national security.   
Bharath Ane Nenu,motivated,Telugu,Action,7.9,2018,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQeX5pHwxI99MArL9SUmGsWN-RL_7AHEIi-kv1pG6j2_JMhpjWc&psig=AOvVaw3CHTKuy4O6JMgvoB4wrV4M&ust=1762702770289000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCNi3j9Xx4pADFQAAAAAdAAAAABAE,Koratala Siva, Mahesh Babu-Samantha Akkineni-,A young man becomes the Chief Minister of Andhra Pradesh and sets out to eradicate corruption and bring about social change.  
